nest,NDVI,NDWI,Mat_Gland,Mat_Head,Mat_Birth,Mat_Age,Mat_Cort,Pat_Gland,Pat_Head,Pat_Birth,Pat_Age,Pat_Cort,Mean_Gland,Mean_Head,Mean_Age,Mean_Cort,BLUP,BLUP_25,latitude,longitude,first_egg_date,parents,Bird_FID,FID_m,FID_time,Repetition,Zone,Note_,Note_time,SD_m,SD_time,note_,note_time,Date,Time,Year,gull10m,height_m,dist_shore_m,dist_shore_m_new,distMOD,Egg1,Egg2,Egg3,Egg4,TotEgg,EggHatched,2nd_clutch,ProbaChick,HatchSucc,ClutchMass,Chick1,Chick2,Chick3,Chick4,ChickNmass,Count_ALL_nests,Count_Larcan_nests,Distance_coast,Count_ALL_nests_Hannah,Count_Larcan_nests_Hannah
26_24,0.720398277,0.5,3.9,86,,,12.99,5.3,91,,,,4.6,88.5,,12.99,,,58.7660354,23.4356351,06/05/2024,"P26Y;
P30Y",,22,12/05/2024 10:49,4,North,,19/06/2024 14:02,35,12/05/2024 10:49,,19/06/2024 14:02,12/05/2024,10:49:00,2024,0.063092326,0.62,20.2621203,36.91098324,20.2621203,50,51.3,51.4,,3,2,,1,0.666666667,152.7,35.6,,35.2,,70.8,6,6,36.91,10,10
26_24,0.720398277,0.5,3.9,86,,,12.99,5.3,91,,,,4.6,88.5,,12.99,,,58.7660354,23.4356351,06/05/2024,"P26Y;
P30Y",,10,13/05/2024 15:08,5,North,,19/06/2024 14:02,31,13/05/2024 15:08,,19/06/2024 14:02,13/05/2024,15:08:00,2024,0.063092326,0.62,20.2621203,36.91098324,20.2621203,50,51.3,51.4,,3,2,,1,0.666666667,152.7,35.6,,35.2,,70.8,6,6,36.91,10,10
27_24,0.872860293,0.823333343,4.8,91,,,6.9,3.9,99.4,,,4.03,4.35,95.2,,5.47,0.3183382,1.869088831,58.7663033,23.4348833,06/05/2024,"P15X;
P29Y",P29Y,32,07/05/2024 12:52,1,Middle,metal right no plastic,07/05/2024 12:52,60,07/05/2024 12:52,no plastic metal right,08/05/2024 11:08,07/05/2024,12:52:00,2024,0.049629614,0.64,24.05496898,26.19068067,24.05496898,55.6,57.5,56.2,,3,3,,1,1,169.3,39.3,40.4,41.8,,121.5,2,2,26.19,3,3
27_24,0.872860293,0.823333343,4.8,91,,,6.9,3.9,99.4,,,4.03,4.35,95.2,,5.47,,,58.7663033,23.4348833,06/05/2024,"P15X;
P29Y",P29Y,15,08/05/2024 11:08,2,Middle,no plastic,09/05/2024 10:58,52,08/05/2024 11:07,no plastic,11/05/2024 11:12,08/05/2024,11:08:00,2024,0.049629614,0.64,24.05496898,26.19068067,24.05496898,55.6,57.5,56.2,,3,3,,1,1,169.3,39.3,40.4,41.8,,121.5,2,2,26.19,3,3
27_24,0.872860293,0.823333343,4.8,91,,,6.9,3.9,99.4,,,4.03,4.35,95.2,,5.47,,,58.7663033,23.4348833,06/05/2024,"P15X;
P29Y",,18,09/05/2024 10:58,3,Middle,,19/06/2024 14:02,40,09/05/2024 10:58,No plastic ,12/05/2024 11:05,09/05/2024,10:58:00,2024,0.049629614,0.64,24.05496898,26.19068067,24.05496898,55.6,57.5,56.2,,3,3,,1,1,169.3,39.3,40.4,41.8,,121.5,2,2,26.19,3,3
27_24,0.872860293,0.823333343,4.8,91,,,6.9,3.9,99.4,,,4.03,4.35,95.2,,5.47,,,58.7663033,23.4348833,06/05/2024,"P15X;
P29Y",,17,11/05/2024 11:11,4,Middle,,19/06/2024 14:02,60,11/05/2024 11:09,,19/06/2024 14:02,11/05/2024,11:11:00,2024,0.049629614,0.64,24.05496898,26.19068067,24.05496898,55.6,57.5,56.2,,3,3,,1,1,169.3,39.3,40.4,41.8,,121.5,2,2,26.19,3,3
27_24,0.872860293,0.823333343,4.8,91,,,6.9,3.9,99.4,,,4.03,4.35,95.2,,5.47,,,58.7663033,23.4348833,06/05/2024,"P15X;
P29Y",,9,12/05/2024 11:05,5,Middle,,19/06/2024 14:02,40,12/05/2024 11:05,,19/06/2024 14:02,12/05/2024,11:05:00,2024,0.049629614,0.64,24.05496898,26.19068067,24.05496898,55.6,57.5,56.2,,3,3,,1,1,169.3,39.3,40.4,41.8,,121.5,2,2,26.19,3,3
28_24,0.863646766,0.780000011,,,,,,4.9,97.4,2010,14,,4.9,97.4,14,,-1.4533144,0.157097319,58.7662783,23.4352933,06/05/2024,P24Y,P24Y,29,07/05/2024 12:45,1,Middle,plastic right leg bird fid,07/05/2024 12:45,60,07/05/2024 12:45,plastic right metal left fid,08/05/2024 10:55,07/05/2024,12:45:00,2024,0.028622212,0.54,16.46303126,28.97501151,16.46303126,51.3,51.3,,,2,0,,0,0,102.6,,,,,0,2,2,28.98,7,7
28_24,0.863646766,0.780000011,,,,,,4.9,97.4,2010,14,,4.9,97.4,14,,,,58.7662783,23.4352933,06/05/2024,P24Y,X,16,08/05/2024 11:01,2,Middle,plastic left fid,09/05/2024 10:36,55,08/05/2024 11:00,plastic left,11/05/2024 11:08,08/05/2024,11:01:00,2024,0.028622212,0.54,16.46303126,28.97501151,16.46303126,51.3,51.3,,,2,0,,0,0,102.6,,,,,0,2,2,28.98,7,7
28_24,0.863646766,0.780000011,,,,,,4.9,97.4,2010,14,,4.9,97.4,14,,,,58.7662783,23.4352933,06/05/2024,P24Y,,17,09/05/2024 10:36,3,Middle,,19/06/2024 14:02,67,09/05/2024 10:36,plastic right fid,12/05/2024 10:59,09/05/2024,10:36:00,2024,0.028622212,0.54,16.46303126,28.97501151,16.46303126,51.3,51.3,,,2,0,,0,0,102.6,,,,,0,2,2,28.98,7,7
28_24,0.863646766,0.780000011,,,,,,4.9,97.4,2010,14,,4.9,97.4,14,,,,58.7662783,23.4352933,06/05/2024,P24Y,,13,11/05/2024 11:07,4,Middle,,19/06/2024 14:02,60,11/05/2024 11:07,eggs pretty cold,29/05/2024 14:19,11/05/2024,11:07:00,2024,0.028622212,0.54,16.46303126,28.97501151,16.46303126,51.3,51.3,,,2,0,,0,0,102.6,,,,,0,2,2,28.98,7,7
28_24,0.863646766,0.780000011,,,,,,4.9,97.4,2010,14,,4.9,97.4,14,,,,58.7662783,23.4352933,06/05/2024,P24Y,,14,12/05/2024 10:59,5,Middle,,19/06/2024 14:02,39,12/05/2024 10:59,still cold eggs,01/06/2024 12:11,12/05/2024,10:59:00,2024,0.028622212,0.54,16.46303126,28.97501151,16.46303126,51.3,51.3,,,2,0,,0,0,102.6,,,,,0,2,2,28.98,7,7
29_24,0.881888747,0.870000005,4.3,87.3,,,8.41,3.3,95.1,2013,11,5.68,3.8,91.2,11,7.04,-0.2557732,1.154722213,58.766275,23.4345133,06/05/2024,"P37X;
P30X",,20,07/05/2024 13:27,1,Middle,maybe one bird with plastic left,07/05/2024 13:09,45,07/05/2024 13:27,bird no plastic fid,07/05/2024 13:28,07/05/2024,13:27:00,2024,0.062296069,0.65,15.16492853,29.34294105,15.16492853,54.7,54.8,50.7,,3,3,,1,1,160.2,39.6,38.1,39.3,,117,3,3,29.34,5,5
29_24,0.881888747,0.870000005,4.3,87.3,,,8.41,3.3,95.1,2013,11,5.68,3.8,91.2,11,7.04,,,58.766275,23.4345133,06/05/2024,"P37X;
P30X",P30X,13,08/05/2024 11:16,2,Middle,plastic left leg,11/05/2024 11:20,55,08/05/2024 11:16,fid plastic right,08/05/2024 11:14,08/05/2024,11:16:00,2024,0.062296069,0.65,15.16492853,29.34294105,15.16492853,54.7,54.8,50.7,,3,3,,1,1,160.2,39.6,38.1,39.3,,117,3,3,29.34,5,5
29_24,0.881888747,0.870000005,4.3,87.3,,,8.41,3.3,95.1,2013,11,5.68,3.8,91.2,11,7.04,,,58.766275,23.4345133,06/05/2024,"P37X;
P30X",P37X,13,09/05/2024 11:08,3,Middle,plastic right leg fid,12/05/2024 11:07,54,09/05/2024 11:07,no ring seen,09/05/2024 11:09,09/05/2024,11:08:00,2024,0.062296069,0.65,15.16492853,29.34294105,15.16492853,54.7,54.8,50.7,,3,3,,1,1,160.2,39.6,38.1,39.3,,117,3,3,29.34,5,5
29_24,0.881888747,0.870000005,4.3,87.3,,,8.41,3.3,95.1,2013,11,5.68,3.8,91.2,11,7.04,,,58.766275,23.4345133,06/05/2024,"P37X;
P30X",,23,11/05/2024 11:20,4,Middle,,19/06/2024 14:02,51,11/05/2024 11:20,,19/06/2024 14:02,11/05/2024,11:20:00,2024,0.062296069,0.65,15.16492853,29.34294105,15.16492853,54.7,54.8,50.7,,3,3,,1,1,160.2,39.6,38.1,39.3,,117,3,3,29.34,5,5
29_24,0.881888747,0.870000005,4.3,87.3,,,8.41,3.3,95.1,2013,11,5.68,3.8,91.2,11,7.04,,,58.766275,23.4345133,06/05/2024,"P37X;
P30X",,16,12/05/2024 11:06,5,Middle,,19/06/2024 14:02,41,12/05/2024 11:06,,19/06/2024 14:02,12/05/2024,11:06:00,2024,0.062296069,0.65,15.16492853,29.34294105,15.16492853,54.7,54.8,50.7,,3,3,,1,1,160.2,39.6,38.1,39.3,,117,3,3,29.34,5,5
30_24,0.851592392,0.800000012,3.8,86.5,,,12.12,2.9,97.6,,,5.18,3.35,92.05,,8.65,2.1794965,3.59936871,58.76637,23.4327633,06/05/2024,"P25Y;
P37Y",,23,08/05/2024 11:35,1,Middle,fid metal right no plastic,08/05/2024 11:35,44,08/05/2024 11:35,metal left no plastic ,11/05/2024 11:34,08/05/2024,11:35:00,2024,0.059169857,0.63,12.48571161,20.38342719,12.48571161,60.2,53.9,51.9,,3,3,,1,1,166,43.1,39.8,39,,121.9,2,1,20.38,3,2
30_24,0.851592392,0.800000012,3.8,86.5,,,12.12,2.9,97.6,,,5.18,3.35,92.05,,8.65,,,58.76637,23.4327633,06/05/2024,"P25Y;
P37Y",,42,09/05/2024 11:23,2,Middle,,19/06/2024 14:02,45,09/05/2024 11:23,No plastic metal right ,12/05/2024 11:21,09/05/2024,11:23:00,2024,0.059169857,0.63,12.48571161,20.38342719,12.48571161,60.2,53.9,51.9,,3,3,,1,1,166,43.1,39.8,39,,121.9,2,1,20.38,3,2
30_24,0.851592392,0.800000012,3.8,86.5,,,12.12,2.9,97.6,,,5.18,3.35,92.05,,8.65,,,58.76637,23.4327633,06/05/2024,"P25Y;
P37Y",,11,11/05/2024 11:33,3,Middle,,19/06/2024 14:02,47,11/05/2024 11:32,no ring fid,13/05/2024 15:36,11/05/2024,11:33:00,2024,0.059169857,0.63,12.48571161,20.38342719,12.48571161,60.2,53.9,51.9,,3,3,,1,1,166,43.1,39.8,39,,121.9,2,1,20.38,3,2
30_24,0.851592392,0.800000012,3.8,86.5,,,12.12,2.9,97.6,,,5.18,3.35,92.05,,8.65,,,58.76637,23.4327633,06/05/2024,"P25Y;
P37Y",,0,12/05/2024 11:20,4,Middle,,19/06/2024 14:02,40,12/05/2024 11:16,,19/06/2024 14:02,12/05/2024,11:20:00,2024,0.059169857,0.63,12.48571161,20.38342719,12.48571161,60.2,53.9,51.9,,3,3,,1,1,166,43.1,39.8,39,,121.9,2,1,20.38,3,2
30_24,0.851592392,0.800000012,3.8,86.5,,,12.12,2.9,97.6,,,5.18,3.35,92.05,,8.65,,,58.76637,23.4327633,06/05/2024,"P25Y;
P37Y",,21,13/05/2024 15:36,5,Middle,,19/06/2024 14:02,50,13/05/2024 15:36,,19/06/2024 14:02,13/05/2024,15:36:00,2024,0.059169857,0.63,12.48571161,20.38342719,12.48571161,60.2,53.9,51.9,,3,3,,1,1,166,43.1,39.8,39,,121.9,2,1,20.38,3,2
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,-0.1009541,0.793040227,58.76705,23.4295789,06/05/2024,P39Y,X1,7,07/05/2024 15:12,1,Head,No plastic fid,12/05/2024 12:34,30,07/05/2024 15:12,,19/06/2024 14:02,07/05/2024,15:12:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,,,58.76705,23.4295789,06/05/2024,P39Y,,13,08/05/2024 13:16,2,Head,,19/06/2024 14:02,43,08/05/2024 13:15,,19/06/2024 14:02,08/05/2024,13:16:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,,,58.76705,23.4295789,06/05/2024,P39Y,,9,09/05/2024 12:54,3,Head,,19/06/2024 14:02,32,09/05/2024 12:54,,19/06/2024 14:02,09/05/2024,12:54:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,,,58.76705,23.4295789,06/05/2024,P39Y,,14,11/05/2024 13:01,4,Head,,19/06/2024 14:02,42,11/05/2024 13:01,,19/06/2024 14:02,11/05/2024,13:01:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,,,58.76705,23.4295789,06/05/2024,P39Y,,25,12/05/2024 12:34,5,Head,,19/06/2024 14:02,50,12/05/2024 12:34,,19/06/2024 14:02,12/05/2024,12:34:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
31_24,0.628634751,0.439999998,,,,,,4.8,93.3,2008,16,,4.8,93.3,16,,,,58.76705,23.4295789,06/05/2024,P39Y,,12,13/05/2024 16:06,6,Head,,19/06/2024 14:02,38,13/05/2024 16:06,,19/06/2024 14:02,13/05/2024,16:06:00,2024,0.116868901,1.66,40.55629153,42.99523915,40.55629153,58.1,60.8,55.8,,3,0,,0,0,174.7,,,,,0,2,2,43,7,7
32_24,0.695467949,0.5,4.6,86.9,,,9.94,4.6,98.9,2014,10,16.86,4.6,92.9,10,13.4,-4.730857,-3.555762887,58.7667683,23.4295905,06/05/2024,"P44R;
P40Y",P40Y,8,07/05/2024 15:36,1,Head,no plastic bird fid. right leg for partner,07/05/2024 15:36,30,07/05/2024 15:36,,19/06/2024 14:02,07/05/2024,15:36:00,2024,0.048578293,0.63,17.45879942,46.13343502,17.45879942,57.1,60,57,,3,2,,1,0.666666667,174.1,,45.6,41.6,,87.2,10,6,46.13,17,6
32_24,0.695467949,0.5,4.6,86.9,,,9.94,4.6,98.9,2014,10,16.86,4.6,92.9,10,13.4,,,58.7667683,23.4295905,06/05/2024,"P44R;
P40Y",,12,08/05/2024 12:55,2,Head,,19/06/2024 14:02,67,08/05/2024 12:55,,19/06/2024 14:02,08/05/2024,12:55:00,2024,0.048578293,0.63,17.45879942,46.13343502,17.45879942,57.1,60,57,,3,2,,1,0.666666667,174.1,,45.6,41.6,,87.2,10,6,46.13,17,6
32_24,0.695467949,0.5,4.6,86.9,,,9.94,4.6,98.9,2014,10,16.86,4.6,92.9,10,13.4,,,58.7667683,23.4295905,06/05/2024,"P44R;
P40Y",,24,09/05/2024 12:21,3,Head,,19/06/2024 14:02,64,09/05/2024 12:21,,19/06/2024 14:02,09/05/2024,12:21:00,2024,0.048578293,0.63,17.45879942,46.13343502,17.45879942,57.1,60,57,,3,2,,1,0.666666667,174.1,,45.6,41.6,,87.2,10,6,46.13,17,6
32_24,0.695467949,0.5,4.6,86.9,,,9.94,4.6,98.9,2014,10,16.86,4.6,92.9,10,13.4,,,58.7667683,23.4295905,06/05/2024,"P44R;
P40Y",,18,11/05/2024 12:35,4,Head,,19/06/2024 14:02,61,11/05/2024 12:36,,19/06/2024 14:02,11/05/2024,12:35:00,2024,0.048578293,0.63,17.45879942,46.13343502,17.45879942,57.1,60,57,,3,2,,1,0.666666667,174.1,,45.6,41.6,,87.2,10,6,46.13,17,6
32_24,0.695467949,0.5,4.6,86.9,,,9.94,4.6,98.9,2014,10,16.86,4.6,92.9,10,13.4,,,58.7667683,23.4295905,06/05/2024,"P44R;
P40Y",,5,12/05/2024 12:12,5,Head,,19/06/2024 14:02,60,12/05/2024 12:12,,19/06/2024 14:02,12/05/2024,12:12:00,2024,0.048578293,0.63,17.45879942,46.13343502,17.45879942,57.1,60,57,,3,2,,1,0.666666667,174.1,,45.6,41.6,,87.2,10,6,46.13,17,6
33_24,0.814954951,0.727500007,2.9,87.8,,,2.02,3.2,95.6,2011,13,15.36,3.05,91.7,13,8.69,4.6744101,6.910310887,58.7662966,23.4333148,07/05/2024,"P32Y;
P36Y",P36Y,9,08/05/2024 11:22,1,Middle,plastic right leg fid,13/05/2024 15:32,58,08/05/2024 11:22,fid done plastic right leg,08/05/2024 11:23,08/05/2024,11:22:00,2024,0.074335705,0.97,17.8296115,23.05138457,17.8296115,53.7,57.4,56.2,,3,2,,1,0.666666667,167.3,,41.1,40.8,,81.9,5,4,23.05,7,6
33_24,0.814954951,0.727500007,2.9,87.8,,,2.02,3.2,95.6,2011,13,15.36,3.05,91.7,13,8.69,,,58.7662966,23.4333148,07/05/2024,"P32Y;
P36Y",,52,09/05/2024 11:13,2,Middle,,19/06/2024 14:02,61,09/05/2024 11:13,fid done plastic left. plastic right came back,11/05/2024 11:30,09/05/2024,11:13:00,2024,0.074335705,0.97,17.8296115,23.05138457,17.8296115,53.7,57.4,56.2,,3,2,,1,0.666666667,167.3,,41.1,40.8,,81.9,5,4,23.05,7,6
33_24,0.814954951,0.727500007,2.9,87.8,,,2.02,3.2,95.6,2011,13,15.36,3.05,91.7,13,8.69,,,58.7662966,23.4333148,07/05/2024,"P32Y;
P36Y",,7,11/05/2024 11:30,3,Middle,,19/06/2024 14:02,52,11/05/2024 11:30,No plastic fid. other bird has plastic right,12/05/2024 11:13,11/05/2024,11:30:00,2024,0.074335705,0.97,17.8296115,23.05138457,17.8296115,53.7,57.4,56.2,,3,2,,1,0.666666667,167.3,,41.1,40.8,,81.9,5,4,23.05,7,6
33_24,0.814954951,0.727500007,2.9,87.8,,,2.02,3.2,95.6,2011,13,15.36,3.05,91.7,13,8.69,,,58.7662966,23.4333148,07/05/2024,"P32Y;
P36Y",,32,12/05/2024 11:13,4,Middle,,19/06/2024 14:02,58,12/05/2024 11:12,1 chick seen near the nest but too close to the swans to weigh it,08/06/2024 10:59,12/05/2024,11:13:00,2024,0.074335705,0.97,17.8296115,23.05138457,17.8296115,53.7,57.4,56.2,,3,2,,1,0.666666667,167.3,,41.1,40.8,,81.9,5,4,23.05,7,6
33_24,0.814954951,0.727500007,2.9,87.8,,,2.02,3.2,95.6,2011,13,15.36,3.05,91.7,13,8.69,,,58.7662966,23.4333148,07/05/2024,"P32Y;
P36Y",,30,13/05/2024 15:30,5,Middle,,19/06/2024 14:02,43,13/05/2024 15:30,,19/06/2024 14:02,13/05/2024,15:30:00,2024,0.074335705,0.97,17.8296115,23.05138457,17.8296115,53.7,57.4,56.2,,3,2,,1,0.666666667,167.3,,41.1,40.8,,81.9,5,4,23.05,7,6
35_24,0.854680181,0.800000012,3.8,90.1,,,4.8,2.9,92.6,,,7.68,3.35,91.35,,6.24,6.4517143,8.29493651,58.7664667,23.4324883,07/05/2024,"P31Y;
P33Y",,18,08/05/2024 13:27,1,Middle,No ring seen ,12/05/2024 11:23,50,08/05/2024 13:27,no plastic for fid,11/05/2024 10:56,08/05/2024,13:27:00,2024,0.049551885,0.58,10.50840782,19.81059625,10.50840782,62.5,61.4,59.4,,3,0,,0,0,183.3,,,,,0,6,6,19.81,8,8
35_24,0.854680181,0.800000012,3.8,90.1,,,4.8,2.9,92.6,,,7.68,3.35,91.35,,6.24,,,58.7664667,23.4324883,07/05/2024,"P31Y;
P33Y",,35,11/05/2024 11:36,2,Middle,,19/06/2024 14:02,46,11/05/2024 11:35,no plastic,14/05/2024 14:15,11/05/2024,11:36:00,2024,0.049551885,0.58,10.50840782,19.81059625,10.50840782,62.5,61.4,59.4,,3,0,,0,0,183.3,,,,,0,6,6,19.81,8,8
35_24,0.854680181,0.800000012,3.8,90.1,,,4.8,2.9,92.6,,,7.68,3.35,91.35,,6.24,,,58.7664667,23.4324883,07/05/2024,"P31Y;
P33Y",,26,12/05/2024 11:23,3,Middle,,19/06/2024 14:02,40,12/05/2024 11:22,,19/06/2024 14:02,12/05/2024,11:23:00,2024,0.049551885,0.58,10.50840782,19.81059625,10.50840782,62.5,61.4,59.4,,3,0,,0,0,183.3,,,,,0,6,6,19.81,8,8
35_24,0.854680181,0.800000012,3.8,90.1,,,4.8,2.9,92.6,,,7.68,3.35,91.35,,6.24,,,58.7664667,23.4324883,07/05/2024,"P31Y;
P33Y",,30,13/05/2024 15:38,4,Middle,,19/06/2024 14:02,41,13/05/2024 15:38,,19/06/2024 14:02,13/05/2024,15:38:00,2024,0.049551885,0.58,10.50840782,19.81059625,10.50840782,62.5,61.4,59.4,,3,0,,0,0,183.3,,,,,0,6,6,19.81,8,8
35_24,0.854680181,0.800000012,3.8,90.1,,,4.8,2.9,92.6,,,7.68,3.35,91.35,,6.24,,,58.7664667,23.4324883,07/05/2024,"P31Y;
P33Y",,17,14/05/2024 14:15,5,Middle,,19/06/2024 14:02,43,14/05/2024 14:15,,19/06/2024 14:02,14/05/2024,14:15:00,2024,0.049551885,0.58,10.50840782,19.81059625,10.50840782,62.5,61.4,59.4,,3,0,,0,0,183.3,,,,,0,6,6,19.81,8,8
36_24,0.743950069,0.5,3.5,84.5,,,,4.6,96.1,2011,13,8.22,4.05,90.3,13,8.22,-2.6243997,-2.521094422,58.7660805,23.4355135,07/05/2024,"P52Y;
P18J",,7,08/05/2024 10:38,1,North,,,28,08/05/2024 10:38,fid done plastic right metal left,08/05/2024 10:39,08/05/2024,10:38:00,2024,0.056648483,0.5,23.13145351,34.46213816,23.13145351,53.7,56.5,51.8,,3,2,,1,0.666666667,162,,40.9,38.4,,79.3,4,4,34.46,7,7
36_24,0.743950069,0.5,3.5,84.5,,,,4.6,96.1,2011,13,8.22,4.05,90.3,13,8.22,,,58.7660805,23.4355135,07/05/2024,"P52Y;
P18J",,9,09/05/2024 10:06,2,North,,,28,09/05/2024 10:05,fid done plastic left,09/05/2024 10:07,09/05/2024,10:06:00,2024,0.056648483,0.5,23.13145351,34.46213816,23.13145351,53.7,56.5,51.8,,3,2,,1,0.666666667,162,,40.9,38.4,,79.3,4,4,34.46,7,7
36_24,0.743950069,0.5,3.5,84.5,,,,4.6,96.1,2011,13,8.22,4.05,90.3,13,8.22,,,58.7660805,23.4355135,07/05/2024,"P52Y;
P18J",,5,11/05/2024 10:44,3,North,,,25,11/05/2024 10:44,plastic right leg,11/05/2024 10:44,11/05/2024,10:44:00,2024,0.056648483,0.5,23.13145351,34.46213816,23.13145351,53.7,56.5,51.8,,3,2,,1,0.666666667,162,,40.9,38.4,,79.3,4,4,34.46,7,7
36_24,0.743950069,0.5,3.5,84.5,,,,4.6,96.1,2011,13,8.22,4.05,90.3,13,8.22,,,58.7660805,23.4355135,07/05/2024,"P52Y;
P18J",,11,12/05/2024 10:47,4,North,,,40,12/05/2024 10:47,plastic right leg fid,12/05/2024 10:47,12/05/2024,10:47:00,2024,0.056648483,0.5,23.13145351,34.46213816,23.13145351,53.7,56.5,51.8,,3,2,,1,0.666666667,162,,40.9,38.4,,79.3,4,4,34.46,7,7
36_24,0.743950069,0.5,3.5,84.5,,,,4.6,96.1,2011,13,8.22,4.05,90.3,13,8.22,,,58.7660805,23.4355135,07/05/2024,"P52Y;
P18J",,10,13/05/2024 15:13,5,North,,,41,13/05/2024 15:12,,19/06/2024 14:02,13/05/2024,15:13:00,2024,0.056648483,0.5,23.13145351,34.46213816,23.13145351,53.7,56.5,51.8,,3,2,,1,0.666666667,162,,40.9,38.4,,79.3,4,4,34.46,7,7
37_24,0.659625808,0.479999999,4.8,93.2,,,5.64,4.6,96.2,2014,10,9.7,4.7,94.7,10,7.67,-2.655742,-2.401230618,58.7658604,23.4356497,07/05/2024,"P34Y;
P03S",P03S,15,08/05/2024 10:35,1,North,FiD done bird plastic right leg,08/05/2024 10:35,39,08/05/2024 10:35,partner has plastic right 3S ending,11/05/2024 10:31,08/05/2024,10:35:00,2024,0.080881542,0.72,30.7761913,44.44855854,30.7761913,51.7,51.9,46.5,,3,2,,1,0.666666667,150.1,,37.1,32.2,,69.3,3,3,44.45,4,4
37_24,0.659625808,0.479999999,4.8,93.2,,,5.64,4.6,96.2,2014,10,9.7,4.7,94.7,10,7.67,,,58.7658604,23.4356497,07/05/2024,"P34Y;
P03S",P03S,7,09/05/2024 10:22,2,North,plastic right fid done,09/05/2024 10:22,39,09/05/2024 10:22,no plastic no metal for bird fid,11/05/2024 10:35,09/05/2024,10:22:00,2024,0.080881542,0.72,30.7761913,44.44855854,30.7761913,51.7,51.9,46.5,,3,2,,1,0.666666667,150.1,,37.1,32.2,,69.3,3,3,44.45,4,4
37_24,0.659625808,0.479999999,4.8,93.2,,,5.64,4.6,96.2,2014,10,9.7,4.7,94.7,10,7.67,,,58.7658604,23.4356497,07/05/2024,"P34Y;
P03S",,7,11/05/2024 10:35,3,North,,19/06/2024 14:02,25,11/05/2024 10:33,No plastic fid,12/05/2024 10:45,11/05/2024,10:35:00,2024,0.080881542,0.72,30.7761913,44.44855854,30.7761913,51.7,51.9,46.5,,3,2,,1,0.666666667,150.1,,37.1,32.2,,69.3,3,3,44.45,4,4
37_24,0.659625808,0.479999999,4.8,93.2,,,5.64,4.6,96.2,2014,10,9.7,4.7,94.7,10,7.67,,,58.7658604,23.4356497,07/05/2024,"P34Y;
P03S",,5,12/05/2024 10:45,4,North,,19/06/2024 14:02,30,12/05/2024 10:44,plastic right maybe?,13/05/2024 15:18,12/05/2024,10:45:00,2024,0.080881542,0.72,30.7761913,44.44855854,30.7761913,51.7,51.9,46.5,,3,2,,1,0.666666667,150.1,,37.1,32.2,,69.3,3,3,44.45,4,4
37_24,0.659625808,0.479999999,4.8,93.2,,,5.64,4.6,96.2,2014,10,9.7,4.7,94.7,10,7.67,,,58.7658604,23.4356497,07/05/2024,"P34Y;
P03S",,13,13/05/2024 15:17,5,North,,19/06/2024 14:02,44,13/05/2024 15:17,,19/06/2024 14:02,13/05/2024,15:17:00,2024,0.080881542,0.72,30.7761913,44.44855854,30.7761913,51.7,51.9,46.5,,3,2,,1,0.666666667,150.1,,37.1,32.2,,69.3,3,3,44.45,4,4
38_24,0.734323422,0.523333331,4.8,90.6,2005,19,4.76,5.8,95.1,2011,13,4.93,5.3,92.85,16,4.85,1.1073243,2.1222886,58.7657033,23.435105,07/05/2024,"P32E;
P35Y",P32E,10,08/05/2024 10:51,1,North,fid done plastic right,08/05/2024 10:51,37,08/05/2024 10:51,plastic right fid,12/05/2024 10:56,08/05/2024,10:51:00,2024,0.037784374,0.51,12.88647101,26.95015707,12.88647101,57.2,57.1,53,,3,3,,1,1,167.3,39.6,35.3,40.3,,115.2,7,4,26.95,11,5
38_24,0.734323422,0.523333331,4.8,90.6,2005,19,4.76,5.8,95.1,2011,13,4.93,5.3,92.85,16,4.85,,,58.7657033,23.435105,07/05/2024,"P32E;
P35Y",P35Y,20,09/05/2024 10:12,2,North,fid done plastic left,09/05/2024 10:12,47,09/05/2024 10:11,maybe plastic left ?,13/05/2024 15:22,09/05/2024,10:12:00,2024,0.037784374,0.51,12.88647101,26.95015707,12.88647101,57.2,57.1,53,,3,3,,1,1,167.3,39.6,35.3,40.3,,115.2,7,4,26.95,11,5
